Disease_Curie	Disease_Name	Gene_Curie	Gene_Name
ORPHANET:199332	Endocrine-cerebro-osteodysplasia syndrome	ENSEMBL:ENSG00000112144	ciliogenesis associated kinase 1
ORPHANET:199329	Congenital myopathy, Paradas type	ENSEMBL:ENSG00000135636	dysferlin
ORPHANET:199354	Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy	ENSEMBL:ENSG00000166033	HtrA serine peptidase 1
ORPHANET:199351	Adult-onset dystonia-parkinsonism	ENSEMBL:ENSG00000184381	phospholipase A2 group VI
ORPHANET:356	Gerstmann-Straussler-Scheinker syndrome	ENSEMBL:ENSG00000171867	prion protein
ORPHANET:466	Fatal familial insomnia	ENSEMBL:ENSG00000171867	prion protein
ORPHANET:3452	Whipple disease	ENSEMBL:ENSG00000137265	interferon regulatory factor 4
ORPHANET:199285	Hereditary hypercarotenemia and vitamin A deficiency	ENSEMBL:ENSG00000135697	beta-carotene oxygenase 1
ORPHANET:2102	GTP cyclohydrolase I deficiency	ENSEMBL:ENSG00000131979	GTP cyclohydrolase 1
ORPHANET:3002	Immune thrombocytopenia	ENSEMBL:ENSG00000244682	Fc gamma receptor IIc (gene/pseudogene)
ORPHANET:199318	15q13.3 microdeletion syndrome	ENSEMBL:ENSG00000175344	cholinergic receptor nicotinic alpha 7 subunit
ORPHANET:1195	Congenital atransferrinemia	ENSEMBL:ENSG00000091513	transferrin
ORPHANET:926	Acatalasemia	ENSEMBL:ENSG00000121691	catalase
ORPHANET:199296	Congenital isolated ACTH deficiency	ENSEMBL:ENSG00000143178	T-box transcription factor 19
ORPHANET:1675	Dihydropyrimidine dehydrogenase deficiency	ENSEMBL:ENSG00000188641	dihydropyrimidine dehydrogenase
ORPHANET:976	Adenine phosphoribosyltransferase deficiency	ENSEMBL:ENSG00000198931	adenine phosphoribosyltransferase
ORPHANET:3129	Sarcosinemia	ENSEMBL:ENSG00000123453	sarcosine dehydrogenase
ORPHANET:415	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	ENSEMBL:ENSG00000102743	solute carrier family 25 member 15
ORPHANET:13	6-pyruvoyl-tetrahydropterin synthase deficiency	ENSEMBL:ENSG00000150787	6-pyruvoyltetrahydropterin synthase
ORPHANET:199247	Corticosteroid-binding globulin deficiency	ENSEMBL:ENSG00000170099	serpin family A member 6
ORPHANET:199241	Pulmonary capillary hemangiomatosis	ENSEMBL:ENSG00000128829	eukaryotic translation initiation factor 2 alpha kinase 4
ORPHANET:17	Fatal infantile lactic acidosis with methylmalonic aciduria	ENSEMBL:ENSG00000163541	succinate-CoA ligase GDP/ADP-forming subunit alpha
ORPHANET:267	Calpain-3-related limb-girdle muscular dystrophy R1	ENSEMBL:ENSG00000092529	calpain 3
ORPHANET:1136	Arnold-Chiari malformation type II	ENSEMBL:ENSG00000010361	fuzzy planar cell polarity protein
ORPHANET:2398	Multiple symmetric lipomatosis	ENSEMBL:ENSG00000116688	mitofusin 2
ORPHANET:2587	Myeloperoxidase deficiency	ENSEMBL:ENSG00000005381	myeloperoxidase
ORPHANET:3389	Tuberculosis	ENSEMBL:ENSG00000018280	solute carrier family 11 member 1
ORPHANET:2897	Pityriasis rubra pilaris	ENSEMBL:ENSG00000141527	caspase recruitment domain family member 14
ORPHANET:2312	Transient familial neonatal hyperbilirubinemia	ENSEMBL:ENSG00000241635	UDP glucuronosyltransferase family 1 member A1
ORPHANET:183707	Neutrophil immunodeficiency syndrome	ENSEMBL:ENSG00000128340	Rac family small GTPase 2
ORPHANET:2314	Autosomal dominant hyper-IgE syndrome	ENSEMBL:ENSG00000168610	signal transducer and activator of transcription 3
ORPHANET:183678	Hermansky-Pudlak syndrome due to AP-3 deficiency	ENSEMBL:ENSG00000132842	adaptor related protein complex 3 subunit beta 1
ORPHANET:2177	Hydranencephaly	ENSEMBL:ENSG00000072864	nudE neurodevelopment protein 1
ORPHANET:183713	Bacterial susceptibility due to TLR signaling pathway deficiency	ENSEMBL:ENSG00000172936	MYD88 innate immune signal transduction adaptor
ORPHANET:2380	Legg-Calvé-Perthes disease	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:643	Giant axonal neuropathy	ENSEMBL:ENSG00000261609	gigaxonin
ORPHANET:634	Netherton syndrome	ENSEMBL:ENSG00000133710	serine peptidase inhibitor Kazal type 5
ORPHANET:140	Campomelic dysplasia	ENSEMBL:ENSG00000125398	SRY-box transcription factor 9
ORPHANET:642	Hereditary sensory and autonomic neuropathy type 4	ENSEMBL:ENSG00000198400	neurotrophic receptor tyrosine kinase 1
ORPHANET:627	Nance-Horan syndrome	ENSEMBL:ENSG00000188158	NHS actin remodeling regulator
ORPHANET:326	Congenital factor V deficiency	ENSEMBL:ENSG00000198734	coagulation factor V
ORPHANET:342	Familial Mediterranean fever	ENSEMBL:ENSG00000103313	MEFV innate immuity regulator, pyrin
ORPHANET:180	Choroideremia	ENSEMBL:ENSG00000188419	CHM Rab escort protein
ORPHANET:327	Congenital factor VII deficiency	ENSEMBL:ENSG00000057593	coagulation factor VII
ORPHANET:847	Alpha-thalassemia-X-linked intellectual disability syndrome	ENSEMBL:ENSG00000085224	ATRX chromatin remodeler
ORPHANET:392	Holt-Oram syndrome	ENSEMBL:ENSG00000089225	T-box transcription factor 5
ORPHANET:86	Familial abdominal aortic aneurysm	ENSEMBL:ENSG00000168542	collagen type III alpha 1 chain
ORPHANET:136	Cerebral autosomal dominant arteriopathy-subcortical infarcts-leukoencephalopathy	ENSEMBL:ENSG00000074181	notch receptor 3
ORPHANET:275	Severe combined immunodeficiency due to DCLRE1C deficiency	ENSEMBL:ENSG00000152457	DNA cross-link repair 1C
ORPHANET:184	Cherubism	ENSEMBL:ENSG00000087266	SH3 domain binding protein 2
ORPHANET:71	Chylomicron retention disease	ENSEMBL:ENSG00000152700	secretion associated Ras related GTPase 1B
ORPHANET:189	Hidrotic ectodermal dysplasia	ENSEMBL:ENSG00000121742	gap junction protein beta 6
ORPHANET:1473	Uveal coloboma-cleft lip and palate-intellectual disability	ENSEMBL:ENSG00000137693	Yes1 associated transcriptional regulator
ORPHANET:182050	MYH9-related disease	ENSEMBL:ENSG00000100345	myosin heavy chain 9
ORPHANET:3103	Roberts syndrome	ENSEMBL:ENSG00000171320	establishment of sister chromatid cohesion N-acetyltransferase 2
ORPHANET:709	Peters plus syndrome	ENSEMBL:ENSG00000187676	beta 3-glucosyltransferase
ORPHANET:907	NON RARE IN EUROPE: Wolff-Parkinson-White syndrome	ENSEMBL:ENSG00000106617	protein kinase AMP-activated non-catalytic subunit gamma 2
ORPHANET:902	Werner syndrome	ENSEMBL:ENSG00000165392	WRN RecQ like helicase
ORPHANET:1587	Monosomy 13q14	ENSEMBL:ENSG00000139687	RB transcriptional corepressor 1
ORPHANET:240	Léri-Weill dyschondrosteosis	ENSEMBL:ENSG00000185960	short stature homeobox
ORPHANET:111	Barth syndrome	ENSEMBL:ENSG00000102125	tafazzin, phospholipid-lysophospholipid transacylase
ORPHANET:1308	C syndrome	ENSEMBL:ENSG00000153283	CD96 molecule
ORPHANET:150	Nasopharyngeal carcinoma	ENSEMBL:ENSG00000100906	NFKB inhibitor alpha
ORPHANET:133	Chronic beryllium disease	ENSEMBL:ENSG00000223865	major histocompatibility complex, class II, DP beta 1
ORPHANET:1552	Currarino syndrome	ENSEMBL:ENSG00000130675	motor neuron and pancreas homeobox 1
ORPHANET:624	Familial multiple nevi flammei	ENSEMBL:ENSG00000156052	G protein subunit alpha q
ORPHANET:3000	Familial male-limited precocious puberty	ENSEMBL:ENSG00000138039	luteinizing hormone/choriogonadotropin receptor
ORPHANET:920	Ablepharon macrostomia syndrome	ENSEMBL:ENSG00000233608	twist family bHLH transcription factor 2
ORPHANET:931	Acheiropodia	ENSEMBL:ENSG00000105983	limb development membrane protein 1
ORPHANET:2297	Insulin-resistance syndrome type A	ENSEMBL:ENSG00000171105	insulin receptor
ORPHANET:921	Abruzzo-Erickson syndrome	ENSEMBL:ENSG00000122145	T-box transcription factor 22
ORPHANET:31	Oxoglutaric aciduria	ENSEMBL:ENSG00000105953	oxoglutarate dehydrogenase
ORPHANET:37	Acrodermatitis enteropathica	ENSEMBL:ENSG00000147804	solute carrier family 39 member 4
ORPHANET:955	Hajdu-Cheney syndrome	ENSEMBL:ENSG00000134250	notch receptor 2
ORPHANET:1713	17p11.2 microduplication syndrome	ENSEMBL:ENSG00000108557	retinoic acid induced 1
ORPHANET:1762	Proximal Xq28 duplication syndrome	ENSEMBL:ENSG00000169057	methyl-CpG binding protein 2
ORPHANET:1878	TRIM32-related limb-girdle muscular dystrophy R8	ENSEMBL:ENSG00000119401	tripartite motif containing 32
ORPHANET:2604	Familial visceral myopathy	ENSEMBL:ENSG00000163017	actin gamma 2, smooth muscle
ORPHANET:156	Carnitine palmitoyl transferase 1A deficiency	ENSEMBL:ENSG00000110090	carnitine palmitoyltransferase 1A
ORPHANET:1072	Ankyloblepharon filiforme adnatum-cleft palate syndrome	ENSEMBL:ENSG00000073282	tumor protein p63
ORPHANET:1053	Vein of Galen aneurysmal malformation	ENSEMBL:ENSG00000196411	EPH receptor B4
ORPHANET:1106	Microphthalmia with limb anomalies	ENSEMBL:ENSG00000198732	SPARC related modular calcium binding 1
ORPHANET:978	ADULT syndrome	ENSEMBL:ENSG00000073282	tumor protein p63
ORPHANET:983	Testicular regression syndrome	ENSEMBL:ENSG00000150990	DEAH-box helicase 37
ORPHANET:40	Acromesomelic dysplasia, Maroteaux type	ENSEMBL:ENSG00000159899	natriuretic peptide receptor 2
ORPHANET:972	Hereditary continuous muscle fiber activity	ENSEMBL:ENSG00000111262	potassium voltage-gated channel subfamily A member 1
ORPHANET:959	Acro-renal-ocular syndrome	ENSEMBL:ENSG00000101115	spalt like transcription factor 4
ORPHANET:968	Acromesomelic dysplasia, Hunter-Thompson type	ENSEMBL:ENSG00000125965	growth differentiation factor 5
ORPHANET:1031	Enamel-renal syndrome	ENSEMBL:ENSG00000108950	FAM20A golgi associated secretory pathway pseudokinase
ORPHANET:64	Alström syndrome	ENSEMBL:ENSG00000116127	ALMS1 centrosome and basal body associated protein
ORPHANET:139396	X-linked cerebral adrenoleukodystrophy	ENSEMBL:ENSG00000101986	ATP binding cassette subfamily D member 1
ORPHANET:139399	Adrenomyeloneuropathy	ENSEMBL:ENSG00000101986	ATP binding cassette subfamily D member 1
ORPHANET:139406	Encephalopathy due to prosaposin deficiency	ENSEMBL:ENSG00000197746	prosaposin
ORPHANET:701	Alopecia universalis	ENSEMBL:ENSG00000168453	HR lysine demethylase and nuclear receptor corepressor
ORPHANET:1010	Autosomal dominant palmoplantar keratoderma and congenital alopecia	ENSEMBL:ENSG00000152661	gap junction protein alpha 1
ORPHANET:1001	2q37 microdeletion syndrome	ENSEMBL:ENSG00000068024	histone deacetylase 4
ORPHANET:59	Allan-Herndon-Dudley syndrome	ENSEMBL:ENSG00000147100	solute carrier family 16 member 2
ORPHANET:127	Borjeson-Forssman-Lehmann syndrome	ENSEMBL:ENSG00000156531	PHD finger protein 6
ORPHANET:1263	Boomerang dysplasia	ENSEMBL:ENSG00000136068	filamin B
ORPHANET:1234	Bartsocas-Papas syndrome	ENSEMBL:ENSG00000183421	receptor interacting serine/threonine kinase 4
ORPHANET:1231	Barber-Say syndrome	ENSEMBL:ENSG00000233608	twist family bHLH transcription factor 2
ORPHANET:1229	Congenital intrauterine infection-like syndrome	ENSEMBL:ENSG00000197822	occludin
ORPHANET:109	Bannayan-Riley-Ruvalcaba syndrome	ENSEMBL:ENSG00000171862	phosphatase and tensin homolog
ORPHANET:115	Congenital contractural arachnodactyly	ENSEMBL:ENSG00000138829	fibrillin 2
ORPHANET:137625	Glycogen storage disease due to muscle and heart glycogen synthase deficiency	ENSEMBL:ENSG00000104812	glycogen synthase 1
ORPHANET:137608	Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	ENSEMBL:ENSG00000171862	phosphatase and tensin homolog
ORPHANET:1299	Branchioskeletogenital syndrome	ENSEMBL:ENSG00000140937	cadherin 11
ORPHANET:1300	Autosomal dominant popliteal pterygium syndrome	ENSEMBL:ENSG00000117595	interferon regulatory factor 6
ORPHANET:137634	Overgrowth-macrocephaly-facial dysmorphism syndrome	ENSEMBL:ENSG00000181481	ring finger protein 135
ORPHANET:1297	Branchio-oculo-facial syndrome	ENSEMBL:ENSG00000137203	transcription factor AP-2 alpha
ORPHANET:137639	Hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	ENSEMBL:ENSG00000148606	RNA polymerase III subunit A
ORPHANET:1276	Brachydactyly-arterial hypertension syndrome	ENSEMBL:ENSG00000172572	phosphodiesterase 3A
ORPHANET:1270	Bowen-Conradi syndrome	ENSEMBL:ENSG00000126749	EMG1 N1-specific pseudouridine methyltransferase
ORPHANET:137605	Legius syndrome	ENSEMBL:ENSG00000166068	sprouty related EVH1 domain containing 1
ORPHANET:1168	Ataxia-oculomotor apraxia type 1	ENSEMBL:ENSG00000137074	aprataxin
ORPHANET:137834	Frank-Ter Haar syndrome	ENSEMBL:ENSG00000174705	SH3 and PX domains 2B
ORPHANET:137831	X-linked intellectual disability-cerebellar hypoplasia syndrome	ENSEMBL:ENSG00000079482	oligophrenin 1
ORPHANET:1170	Autosomal recessive cerebelloparenchymal disorder type 3	ENSEMBL:ENSG00000165688	peptidase, mitochondrial processing subunit alpha
ORPHANET:1175	X-linked progressive cerebellar ataxia	ENSEMBL:ENSG00000169562	gap junction protein beta 1
ORPHANET:1180	Ataxia-hypogonadism-choroidal dystrophy syndrome	ENSEMBL:ENSG00000032444	patatin like phospholipase domain containing 6
ORPHANET:137681	Hepatoencephalopathy due to combined oxidative phosphorylation defect type 1	ENSEMBL:ENSG00000168827	G elongation factor mitochondrial 1
ORPHANET:137675	Histiocytoid cardiomyopathy	ENSEMBL:ENSG00000198727	mitochondrially encoded cytochrome b
ORPHANET:137678	Spondyloepiphyseal dysplasia with metatarsal shortening	ENSEMBL:ENSG00000139219	collagen type II alpha 1 chain
ORPHANET:137754	Neurological conditions associated with aminoacylase 1 deficiency	ENSEMBL:ENSG00000243989	aminoacylase 1
ORPHANET:1145	Infantile-onset X-linked spinal muscular atrophy	ENSEMBL:ENSG00000130985	ubiquitin like modifier activating enzyme 1
ORPHANET:137776	Lethal congenital contracture syndrome type 2	ENSEMBL:ENSG00000065361	erb-b2 receptor tyrosine kinase 3
ORPHANET:1149	Kuskokwim syndrome	ENSEMBL:ENSG00000141756	FKBP prolyl isomerase 10
ORPHANET:1159	Progressive pseudorheumatoid arthropathy of childhood	ENSEMBL:ENSG00000112761	cellular communication network factor 6
ORPHANET:1215	Autosomal dominant optic atrophy plus syndrome	ENSEMBL:ENSG00000198836	OPA1 mitochondrial dynamin like GTPase
ORPHANET:1216	Autosomal dominant congenital benign spinal muscular atrophy	ENSEMBL:ENSG00000111199	transient receptor potential cation channel subfamily V member 4
ORPHANET:1225	Baller-Gerold syndrome	ENSEMBL:ENSG00000160957	RecQ like helicase 4
ORPHANET:1226	Bamforth-Lazarus syndrome	ENSEMBL:ENSG00000178919	forkhead box E1
ORPHANET:1186	Infantile-onset spinocerebellar ataxia	ENSEMBL:ENSG00000107815	twinkle mtDNA helicase
ORPHANET:137898	Leukoencephalopathy with brain stem and spinal cord involvement-high lactate syndrome	ENSEMBL:ENSG00000117593	aspartyl-tRNA synthetase 2, mitochondrial
ORPHANET:137902	Isolated optic nerve hypoplasia/aplasia	ENSEMBL:ENSG00000007372	paired box 6
ORPHANET:1187	Lethal ataxia with deafness and optic atrophy	ENSEMBL:ENSG00000147224	phosphoribosyl pyrophosphate synthetase 1
ORPHANET:1190	Atelosteogenesis type I	ENSEMBL:ENSG00000136068	filamin B
ORPHANET:137908	Hypotonia with lactic acidemia and hyperammonemia	ENSEMBL:ENSG00000175110	mitochondrial ribosomal protein S22
ORPHANET:141258	Tessier number 4 facial cleft	ENSEMBL:ENSG00000100014	sperm antigen with calponin homology and coiled-coil domains 1 like
ORPHANET:1458	CODAS syndrome	ENSEMBL:ENSG00000196365	lon peptidase 1, mitochondrial
ORPHANET:190	Coats disease	ENSEMBL:ENSG00000124479	norrin cystine knot growth factor NDP
ORPHANET:1426	Greenberg dysplasia	ENSEMBL:ENSG00000143815	lamin B receptor
ORPHANET:1427	Otospondylomegaepiphyseal dysplasia	ENSEMBL:ENSG00000204248	collagen type XI alpha 2 chain
ORPHANET:1435	Xq21 microdeletion syndrome	ENSEMBL:ENSG00000196767	POU class 3 homeobox 4
ORPHANET:1490	Corneal dystrophy-perceptive deafness syndrome	ENSEMBL:ENSG00000088836	solute carrier family 4 member 11
ORPHANET:1486	Lethal congenital contracture syndrome type 1	ENSEMBL:ENSG00000119392	GLE1 RNA export mediator
ORPHANET:1412	Tarsal-carpal coalition syndrome	ENSEMBL:ENSG00000183691	noggin
ORPHANET:1394	Cerebrofaciothoracic dysplasia	ENSEMBL:ENSG00000143183	transmembrane and coiled-coil domains 1
ORPHANET:1401	CHAND syndrome	ENSEMBL:ENSG00000183421	receptor interacting serine/threonine kinase 4
ORPHANET:141074	External auditory canal aplasia/hypoplasia	ENSEMBL:ENSG00000179981	teashirt zinc finger homeobox 1
ORPHANET:174	Metaphyseal chondrodysplasia, Schmid type	ENSEMBL:ENSG00000123500	collagen type X alpha 1 chain
ORPHANET:156728	Spondyloepimetaphyseal dysplasia, matrilin-3 type	ENSEMBL:ENSG00000132031	matrilin 3
ORPHANET:163	Hereditary hyperferritinemia-cataract syndrome	ENSEMBL:ENSG00000087086	ferritin light chain
ORPHANET:1393	Cerebrocostomandibular syndrome	ENSEMBL:ENSG00000125835	small nuclear ribonucleoprotein polypeptides B and B1
ORPHANET:157798	Serrated polyposis syndrome	ENSEMBL:ENSG00000108375	ring finger protein 43
ORPHANET:1388	Catel-Manzke syndrome	ENSEMBL:ENSG00000088451	TDP-glucose 4,6-dehydratase
ORPHANET:157801	Mesoaxial synostotic syndactyly with phalangeal reduction	ENSEMBL:ENSG00000205899	basic helix-loop-helix family member a9
ORPHANET:1328	Camurati-Engelmann disease	ENSEMBL:ENSG00000105329	transforming growth factor beta 1
ORPHANET:1338	Heart defect-tongue hamartoma-polysyndactyly syndrome	ENSEMBL:ENSG00000143951	WD repeat containing planar cell polarity effector
ORPHANET:1777	Temtamy syndrome	ENSEMBL:ENSG00000111678	chromosome 12 open reading frame 57
ORPHANET:1772	45,X/46,XY mixed gonadal dysgenesis	ENSEMBL:ENSG00000184895	sex determining region Y
ORPHANET:1788	Acrofacial dysostosis, Rodríguez type	ENSEMBL:ENSG00000143368	splicing factor 3b subunit 4
ORPHANET:859	Transcobalamin deficiency	ENSEMBL:ENSG00000185339	transcobalamin 2
ORPHANET:139447	Progressive cavitating leukoencephalopathy	ENSEMBL:ENSG00000178127	NADH:ubiquinone oxidoreductase core subunit V2
ORPHANET:1573	Hypotrichosis with juvenile macular degeneration	ENSEMBL:ENSG00000062038	cadherin 3
ORPHANET:726	Alpers-Huttenlocher syndrome	ENSEMBL:ENSG00000140521	DNA polymerase gamma, catalytic subunit
ORPHANET:139455	Autosomal recessive bestrophinopathy	ENSEMBL:ENSG00000167995	bestrophin 1
ORPHANET:139466	SERKAL syndrome	ENSEMBL:ENSG00000162552	Wnt family member 4
ORPHANET:1596	Distal monosomy 15q	ENSEMBL:ENSG00000140563	multiple C2 and transmembrane domain containing 2
ORPHANET:139471	Microphthalmia with brain and digit anomalies	ENSEMBL:ENSG00000125378	bone morphogenetic protein 4
ORPHANET:139474	17q11.2 microduplication syndrome	ENSEMBL:ENSG00000196712	neurofibromin 1
ORPHANET:1617	2q24 microdeletion syndrome	ENSEMBL:ENSG00000136535	T-box brain transcription factor 1
ORPHANET:139480	Autosomal recessive spastic paraplegia type 39	ENSEMBL:ENSG00000032444	patatin like phospholipase domain containing 6
ORPHANET:139485	Autosomal recessive ataxia due to ubiquinone deficiency	ENSEMBL:ENSG00000163050	coenzyme Q8A
ORPHANET:139498	NON RARE IN EUROPE: Hemochromatosis type 1	ENSEMBL:ENSG00000010704	homeostatic iron regulator
ORPHANET:139515	Charcot-Marie-Tooth disease type 4J	ENSEMBL:ENSG00000112367	FIG4 phosphoinositide 5-phosphatase
ORPHANET:139512	Neuropathy with hearing impairment	ENSEMBL:ENSG00000188910	gap junction protein beta 3
ORPHANET:1658	Absence of fingerprints-congenital milia syndrome	ENSEMBL:ENSG00000163104	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1
ORPHANET:139557	X-linked distal spinal muscular atrophy type 3	ENSEMBL:ENSG00000165240	ATPase copper transporting alpha
ORPHANET:139552	Distal hereditary motor neuropathy, Jerash type	ENSEMBL:ENSG00000147955	sigma non-opioid intracellular receptor 1
ORPHANET:139583	X-linked hereditary sensory and autonomic neuropathy with deafness	ENSEMBL:ENSG00000156709	apoptosis inducing factor mitochondria associated 1
